timestamp,price,quantity,direction
9:15:00,9.6,10.0,2S
9:15:00,9.7,10.0,2S
9:15:00,9.22,12.0,2S
9:15:00,9.28,22.0,2S
9:15:00,9.44,3.0,2S
9:15:00,9.3,3.0,2S
9:15:00,9.0,25.0,2B
9:15:00,8.99,26.0,2B
9:15:00,8.98,27.0,2B
9:15:00,8.97,28.0,2B
9:15:00,8.96,29.0,2B
9:15:00,8.95,30.0,2B
9:15:00,8.94,31.0,2B
9:15:00,8.93,32.0,2B
9:15:00,8.92,33.0,2B
9:15:00,8.91,34.0,2B
9:15:00,8.9,35.0,2B
9:15:00,9.3,22.0,2S
9:15:00,9.33,22.0,2S
9:15:00,9.36,22.0,2S
9:15:00,9.39,22.0,2S
9:15:00,9.42,22.0,2S
9:15:00,8.37,10.0,2B
9:15:00,9.75,3.0,2S
9:15:00,9.84,3.0,2S
9:15:00,9.94,3.0,2S
9:15:00,10.03,3.0,2S
9:15:00,10.12,4.0,2S
9:15:00,8.3,3.0,2B
9:15:00,8.74,3.0,2B
9:15:00,8.3,5.0,2B
9:15:00,9.06,10.0,2B
9:15:00,9.23,10.0,2S
9:15:00,9.08,10.0,2B
9:15:00,9.6,48.0,2S
9:15:00,9.6,36.6,2S
9:15:00,9.6,29.0,2S
9:15:00,9.28,500.0,2S
9:15:00,9.34,500.0,2S
9:15:00,9.44,8.0,2S
9:15:00,9.65,4.0,2S
9:15:00,10.12,3.0,2S
9:15:00,10.02,3.0,2S
9:15:00,9.92,3.0,2S
9:15:00,10.12,1.2,2S
9:15:00,9.82,2.0,2S
9:15:00,9.72,2.0,2S
9:15:00,9.62,2.0,2S
9:15:00,9.38,5.0,2S
9:15:00,9.25,20.0,2S
9:15:00,9.28,10.0,2S
9:15:00,9.32,927.0,2S
9:15:00,9.68,100.0,2S
9:15:00,9.78,100.0,2S
9:15:00,9.88,100.0,2S
9:15:00,9.98,100.0,2S
9:15:00,9.58,100.0,2S
9:15:00,8.69,29.0,2B
9:15:00,9.5,10.0,2S
9:15:00,9.68,200.0,2S
9:15:00,9.55,50.0,2S
9:15:00,9.19,3.0,2S
9:15:00,9.27,5.0,2S
9:15:00,9.39,25.0,2S
9:15:00,9.32,20.0,2S
9:15:00,9.25,16.0,2S
9:15:00,9.49,12.0,2S
9:15:00,9.25,2.0,2S
9:15:00,9.5,2.0,2S
9:15:00,9.75,2.0,2S
9:15:00,9.41,9.0,2S
9:15:00,9.45,9.0,2S
9:15:00,9.49,9.0,2S
9:15:00,9.53,9.0,2S
9:15:00,9.57,9.0,2S
9:15:00,9.61,9.0,2S
9:15:00,9.65,9.0,2S
9:15:00,9.69,9.0,2S
9:15:00,9.73,9.0,2S
9:15:00,9.77,9.0,2S
9:15:00,9.81,8.0,2S
9:15:00,9.85,8.0,2S
9:15:00,9.89,8.0,2S
9:15:00,9.93,8.0,2S
9:15:00,9.97,8.0,2S
9:15:00,10.01,8.0,2S
9:15:00,10.05,8.0,2S
9:15:00,10.09,8.0,2S
9:15:00,9.49,7.0,2S
9:15:00,9.56,7.0,2S
9:15:00,9.63,7.0,2S
9:15:00,9.7,7.0,2S
9:15:00,9.84,7.0,2S
9:15:00,9.91,7.0,2S
9:15:00,9.25,20.0,2S
9:15:00,9.29,50.0,2S
